Category,Product Name,Location,Price,Overall Rating,Number Sold,Total Review,Customer Rating,Customer Review,Sentiment,Emotion,Customer Review_en
Women's Fashion,Celana pendek wanita rayon polos adem variasi warna - WARNA 6,Jakarta Utara,45000,4.7,2569,622,5,Nyaman dipakai ?. Kualitas bahan bagus ??. Bahannya adem.,Positive,Happy,Nyaman dipakai ?. Kualitas bahan bagus ??. Bahannya adem.
Women's Fashion,Celana pendek wanita rayon polos adem variasi warna - WARNA 7,Jakarta Utara,45000,4.7,2569,622,5,Kualitas bahan bagus ??. Nyaman dipakai ?. Jahitannya rapi. Warnanya cantik ??. Ukuran sesuai. Bahannya lembut. Model Celananya cantik ??.,Positive,Happy,Good material quality ??Comfortable to wear?The stitches are neat.The color is beautiful ??Appropriate size.The material is soft.The pants model is beautiful ??
Women's Fashion,Celana pendek wanita rayon polos adem variasi warna - WARNA 8,Jakarta Utara,45000,4.7,2569,622,5,Kualitas bahan bagus ??. Nyaman dipakai ?. Jahitannya rapi. Ukuran sesuai. Warnanya cantik ??. Bahannya lembut. Bahannya adem. Tidak menerawang. Bahan menyerap keringat.,Positive,Happy,Good material quality ??Comfortable to wear?The stitches are neat.Appropriate size.The color is beautiful ??The material is soft.The ingredients are cool.Not dreamy.Material absorbs sweat.
Women's Fashion,Celana pendek wanita rayon polos adem variasi warna - WARNA 9,Jakarta Utara,45000,4.7,2569,622,4,paket telah sampai....sesuai hargalah,Positive,Happy,the package has arrived .... according to the price
Women's Fashion,Celana pendek wanita rayon polos adem variasi warna - WARNA 10,Jakarta Utara,45000,4.7,2569,622,4,Warnanya agak kurang sesuai gambar tapi overall bagus.,Positive,Happy,The color is somewhat less according to the picture but overall is good.
Women's Fashion,Celana pendek wanita rayon polos adem variasi warna - WARNA 11,Jakarta Utara,45000,4.7,2569,622,3,"bahan adem tapi tipis sekali, terawang klo dipakai. sesuai dg harga lah... Bahannya adem.",Positive,Happy,"cool material but very thin, nerarawang if used.according to the price ... the material is cool."
Women's Fashion,Rok Plisket - Rok Wanita Bahan Premium - CREAM,Jakarta Utara,62500,4.9,3913,1607,5,"Jahitannya rapi. Warnanya cantik ??. Ukuran sesuai. ..semoga tetep amanah...sukses selalu,mksh",Positive,Happy,"The stitches are neat.The color is beautiful ??Appropriate size... hopefully still mandate ... always success, mksh"
Women's Fashion,Rok Plisket - Rok Wanita Bahan Premium - CREAM,Jakarta Utara,62500,4.9,3913,1607,5,"Bagus, sesuai gambar..mantapp",Positive,Happy,"Good, according to the picture..mantap"
Women's Fashion,Rok Plisket - Rok Wanita Bahan Premium - CREAM,Jakarta Utara,62500,4.9,3913,1607,5,Jahitannya rapi. Ukuran sesuai. Modelnya cantik ??. Warnanya cantik ??. Nyaman dipakai ?. Bahannya adem.,Positive,Happy,The stitches are neat.Appropriate size.The model is beautiful ??The color is beautiful ??Comfortable to wear?The ingredients are cool.
Women's Fashion,Rok Plisket - Rok Wanita Bahan Premium - CREAM,Jakarta Utara,62500,4.9,3913,1607,4,Jahitannya rapi. Warnanya cantik ??. Bahannya lembut. Ukuran sesuai. Nyaman dipakai ?. Modelnya cantik ??. Bahannya adem.,Positive,Happy,Jahitannya rapi. Warnanya cantik ??. Bahannya lembut. Ukuran sesuai. Nyaman dipakai ?. Modelnya cantik ??. Bahannya adem.
Women's Fashion,Rok Plisket - Rok Wanita Bahan Premium - CREAM,Jakarta Utara,62500,4.9,3913,1607,4,"real pict, pengiriman cepat, pengemasan rapi . worth it lah hrga segitu. pasti next order",Positive,Love,"real pict, fast shipping, neat packaging.worth it is that much.definitely next order"
Movies and Music,Clip On Mic Bando untuk Youtuber mc dll,Jakarta Pusat,6500,4.7,3534,462,5,Barang Bagus.. kiriman cepat,Positive,Happy,Good stuff .. fast shipment
Movies and Music,Clip On Mic Bando untuk Youtuber mc dll,Jakarta Pusat,6500,4.7,3534,462,5,"barang sesuai harga,lumayan bagus",Positive,Happy,"goods according to price, pretty good"
Movies and Music,Clip On Mic Bando untuk Youtuber mc dll,Jakarta Pusat,6500,4.7,3534,462,5,barang bagus,Positive,Happy,Good stuff
Movies and Music,Clip On Mic Bando untuk Youtuber mc dll,Jakarta Pusat,6500,4.7,3534,462,4,barang sesuai harga,Positive,Happy,goods according to price
Movies and Music,Clip On Mic Bando untuk Youtuber mc dll,Jakarta Pusat,6500,4.7,3534,462,4,"kualitas sesuai harga, respon seller ok, tks",Positive,Happy,"quality according to price, seller response ok, tks"
Movies and Music,Clip On Mic Bando untuk Youtuber mc dll,Jakarta Pusat,6500,4.7,3534,462,4,"Barang sudah diterima sesuai deskripsi, repon cepat, paking bagus, terima kasih",Positive,Happy,"The item has been received according to the description, fast response, best, thank you"
Movies and Music,Mic Karaoke Mikrofon Wireless Bluetooth WSTER WS 858 WS-858 Mic Smule - Hitam,Jakarta Pusat,45000,4.6,4297,5659,5,"packing rapi, respon cepatt.",Positive,Happy,"Neat packing, fast response."
Movies and Music,Mic Karaoke Mikrofon Wireless Bluetooth WSTER WS 858 WS-858 Mic Smule - Hitam,Jakarta Pusat,45000,4.6,4297,5659,5,Barang sesuai deskripsi,Positive,Happy,Goods according to the description
Movies and Music,Mic Karaoke Mikrofon Wireless Bluetooth WSTER WS 858 WS-858 Mic Smule - Hitam,Jakarta Pusat,45000,4.6,4297,5659,5,mantap bgt,Positive,Happy,great
Movies and Music,Mic Karaoke Mikrofon Wireless Bluetooth WSTER WS 858 WS-858 Mic Smule - Hitam,Jakarta Pusat,45000,4.6,4297,5659,5,"harga, kualitas, barang sesuai... terima kasih seller, sukses tokopedia...",Positive,Happy,"Prices, quality, items according to ... thank you seller, successful tokopedia ..."
Movies and Music,Mic Karaoke Mikrofon Wireless Bluetooth WSTER WS 858 WS-858 Mic Smule - Hitam,Jakarta Pusat,45000,4.6,4297,5659,4,murah...cepat...sesuai...,Positive,Happy,cheap ... fast ... according to ...
Movies and Music,Mic Karaoke Mikrofon Wireless Bluetooth WSTER WS 858 WS-858 Mic Smule - Hitam,Jakarta Pusat,45000,4.6,4297,5659,4,barangnya cepat sampai terimakasih,Positive,Happy,the item is fast until thank you
Movies and Music,Mic Karaoke Mikrofon Wireless Bluetooth WSTER WS 858 WS-858 Mic Smule - Hitam,Jakarta Pusat,45000,4.6,4297,5659,4,"Order 2pcs, sempat khawatir krn pas sampai sudut packing bubble wrap agak robek, sptnya sempat terbanting, kotaknya jg penyok2, tp Alhamdulillah warna biru berfungsi dgn baik, walaupun tutup bagian bwhnya sempat agak lepas, warna hitam hidup mati, suara jg kurang nyaring, stlh di charge sempat sesekali hidup mati, Alhamdulillah suara agak gedean walaupun tdk senyaring warna biru, overall lumayan bagus sesuai harga, terimakasih",Positive,Happy,"Order 2pcs, I was worried because it was right to the corner of the packing bubble wrap was rather torn, like it had been slammed, the box was also dented, but thank God the blue color was functioning well, even though the lid of the BWH was rather loose, the black color lived dead, the sound was not loud, the sound was not loud, after the charge had a time to dieThank You"
Movies and Music,Mic Karaoke Mikrofon Wireless Bluetooth WSTER WS 858 WS-858 Mic Smule - Hitam,Jakarta Pusat,45000,4.6,4297,5659,4,barang sesuai pesanan,Positive,Happy,goods according to order
Movies and Music,Phantom Power Microphone 1 Channel 48V Supply for Condenser Microphone - Tanpa Kabel,Jakarta Selatan,92500,4.8,1156,758,5,lansung coba..Positive bos,Positive,Happy,lansung coba..Positive bos
Movies and Music,Phantom Power Microphone 1 Channel 48V Supply for Condenser Microphone - Tanpa Kabel,Jakarta Selatan,92500,4.8,1156,758,5,udah dateng... proses cepet... thankyouu...,Positive,Happy,already coming ... fast process ... thank you ...
Movies and Music,Phantom Power Microphone 1 Channel 48V Supply for Condenser Microphone - Tanpa Kabel,Jakarta Selatan,92500,4.8,1156,758,5,barang sesuai gambar sipp,Positive,Happy,goods according to SIPP image
Movies and Music,Phantom Power Microphone 1 Channel 48V Supply for Condenser Microphone - Tanpa Kabel,Jakarta Selatan,92500,4.8,1156,758,5,Barang berfungsi dengan baik. Recommended Seller ??,Positive,Love,Goods function well.Recommended Seller ??
Movies and Music,Phantom Power Microphone 1 Channel 48V Supply for Condenser Microphone - Tanpa Kabel,Jakarta Selatan,92500,4.8,1156,758,4,barang sesuai...,Positive,Happy,items according to ...
Movies and Music,Phantom Power Microphone 1 Channel 48V Supply for Condenser Microphone - Tanpa Kabel,Jakarta Selatan,92500,4.8,1156,758,4,"thanks barang udh sampe cepet bgd tp maaf blm coba barangnya dan blm sempat foto,,kurir juga oke, thanks gan moga bermanfaat",Positive,Happy,"Thanks for the item until it's fast, but sorry, I haven't tried the goods and I haven't been a photo, it's okay, thanks, bro, I hope it's useful"
Movies and Music,Phantom Power Microphone 1 Channel 48V Supply for Condenser Microphone - Tanpa Kabel,Jakarta Selatan,92500,4.8,1156,758,4,"Barang bagus dan cepat sekali sampainya ke cianjur, hanya 2 hari.Best seller",Positive,Happy,"Good stuff and very fast arriving to Cianjur, only 2 days. Best Seller"
Movies and Music,Phantom Power Microphone 1 Channel 48V Supply for Condenser Microphone - Tanpa Kabel,Jakarta Selatan,92500,4.8,1156,758,4,mantap pengiriman luarbiasa cepat...barang oke,Positive,Happy,steady delivery extraordinary fast ... items okay
Movies and Music,Wireless Lavalier Microphone Mini Mic for iPhone Android Phone - Type-C Plug,Jakarta Pusat,250000,4.8,496,264,5,"Barang cepat datang, respon penjual bagus dan semoga bisa",Positive,Happy,"Items come quickly, the seller's response is good and hopefully"
Movies and Music,Wireless Lavalier Microphone Mini Mic for iPhone Android Phone - Type-C Plug,Jakarta Pusat,250000,4.8,496,264,5,Berfungsi dengan baik,Positive,Happy,Berfungsi dengan baik
Movies and Music,Wireless Lavalier Microphone Mini Mic for iPhone Android Phone - Type-C Plug,Jakarta Pusat,250000,4.8,496,264,5,"paking rapih, kondisi barang datang mantap. kualitas sesuai harga.. joss",Positive,Happy,"Paking neat, the condition of the goods comes steady.quality according to price .. joss"
Movies and Music,Wireless Lavalier Microphone Mini Mic for iPhone Android Phone - Type-C Plug,Jakarta Pusat,250000,4.8,496,264,5,"fast respond, packingnya bagus rapih, barang yg dikirim sesuai pesanan, terima kasih",Positive,Happy,"Fast respond, the packing is good neat, the goods sent according to the order, thank you"
Movies and Music,Wireless Lavalier Microphone Mini Mic for iPhone Android Phone - Type-C Plug,Jakarta Pusat,250000,4.8,496,264,4,bagus simple cuma menurut saya kurang keras suaranya... tapi bagus ??,Positive,Happy,good simple just in my opinion the sound is not hard ... but good ??
Movies and Music,Wireless Lavalier Microphone Mini Mic for iPhone Android Phone - Type-C Plug,Jakarta Pusat,250000,4.8,496,264,5,"Pengiriman cepat, packing rapih dan aman. Kualitas suara standar sebanding dengan harga",Positive,Happy,"Fast shipping, neat and safe packing.Standard sound quality is proportional to the price"
Movies and Music,Wireless Lavalier Microphone Mini Mic for iPhone Android Phone - Type-C Plug,Jakarta Pusat,250000,4.8,496,264,4,Bagus mantab jernih,Positive,Happy,Good good clear
Movies and Music,Wireless Lavalier Microphone Mini Mic for iPhone Android Phone - Type-C Plug,Jakarta Pusat,250000,4.8,496,264,5,Barang bagus banget asli dengan harga sgni dpt quality wireless microphone kek gni the best,Positive,Happy,Barang bagus banget asli dengan harga sgni dpt quality wireless microphone kek gni the best
Movies and Music,pad drum 10 inchi murah,Jakarta Pusat,59500,4.7,1275,550,5,produk mantap packingnya bagus,Positive,Happy,good packing products
Movies and Music,pad drum 10 inchi murah,Jakarta Pusat,59500,4.7,1275,550,5,Pesanan sdh diterima dlm keadaan baik dan cpt sampainya. Dpt bonus stik.Terima kasih seller dan kurir,Positive,Happy,Orders have been received in good condition and quickly arrived.Get a stick bonus. Thank you seller and courier
Movies and Music,pad drum 10 inchi murah,Jakarta Pusat,59500,4.7,1275,550,5,Produk sudah diterima dan dicek sesuai dengan deskripsi dan gambar. Produk sudah dites / dicoba dan dapat berfungsi baik.,Positive,Happy,The product has been received and checked according to the description and image.The product has been tested / tried and can function well.
Movies and Music,pad drum 10 inchi murah,Jakarta Pusat,59500,4.7,1275,550,5,Pengiriman Barang cepat dan sesuai spec barang,Positive,Happy,Fast goods delivery and according to the item spec
Movies and Music,pad drum 10 inchi murah,Jakarta Pusat,59500,4.7,1275,550,4,"barang sesuai keinginan, thx toko pedia.",Positive,Happy,"goods as you wish, thx tokopedia."
Movies and Music,pad drum 10 inchi murah,Jakarta Pusat,59500,4.7,1275,550,4,"barang sudah sampai, nanti di update bintang, mau cek kondisi barang dulu",Positive,Happy,"the item has arrived, later on the star updated, want to check the condition of the item first"
Movies and Music,pad drum 10 inchi murah,Jakarta Pusat,59500,4.7,1275,550,4,"lumayan lah, buat pemanasan",Positive,Happy,"Not bad, for warming up"
Movies and Music,pad drum 10 inchi murah,Jakarta Pusat,59500,4.7,1275,550,4,"barang sesuai, thank you",Positive,Happy,"barang sesuai, thank you"
Movies and Music,Szs drum pad economist,Kota Bandung,99000,4.8,1565,578,5,"Bagus barangnya, cocok untuk latihan sticking ... ini untuk anak saya",Positive,Happy,"Good item, suitable for sticking training ... this is for my child"
Movies and Music,Szs drum pad economist,Kota Bandung,99000,4.8,1565,578,5,"bagus, barang sampai cepat",Positive,Happy,"good, item until fast"
Movies and Music,Szs drum pad economist,Kota Bandung,99000,4.8,1565,578,5,Trima kasih szsdrum barang sdh sampai.Sukses terus szsdrum. ??????,Positive,Happy,Thank you SZS Drum the goods have arrived.??????
Movies and Music,Szs drum pad economist,Kota Bandung,99000,4.8,1565,578,4,Mantap barangnya,Positive,Happy,Great goods
Movies and Music,Szs drum pad economist,Kota Bandung,99000,4.8,1565,578,4,"Pantulan bagus, lumayan lah",Positive,Happy,"Pantulan bagus, lumayan lah"
Movies and Music,Szs drum pad economist,Kota Bandung,99000,4.8,1565,578,4,"barang sudah di terima, cuman ini ada bagian yang ngelupas di kayunya, tp ok lah, terima kasih.",Positive,Happy,"The item has been received, there is only this part that peeling in the wood, but ok, thank you."
Movies and Music,Cajon / Kahon / Drumbox Mahogany dilapisi Kulit merk MAKOA,Jakarta Utara,487000,4.6,353,187,5,safety packaging..terima kasih banyak.. semoga awet..top seller..,Positive,Happy,safety packaging..terima kasih banyak.. semoga awet..top seller..
Movies and Music,Cajon / Kahon / Drumbox Mahogany dilapisi Kulit merk MAKOA,Jakarta Utara,487000,4.6,353,187,5,Barang bagus packing rapih mantap. Biar bintang yang berbicara,Positive,Happy,Barang bagus packing rapih mantap. Biar bintang yang berbicara
Movies and Music,Cajon / Kahon / Drumbox Mahogany dilapisi Kulit merk MAKOA,Jakarta Utara,487000,4.6,353,187,5,Saya puas barangnya bagus sampai saat tidak ada masalah,Positive,Happy,I am satisfied the item is good until there is no problem
Movies and Music,Cajon / Kahon / Drumbox Mahogany dilapisi Kulit merk MAKOA,Jakarta Utara,487000,4.6,353,187,4,Produknya bagus dan berfungsi dengan baik,Positive,Happy,The product is good and functions well
Movies and Music,Cajon / Kahon / Drumbox Mahogany dilapisi Kulit merk MAKOA,Jakarta Utara,487000,4.6,353,187,4,"Positive product, sesuai deskripsi",Positive,Happy,"Positive product, sesuai deskripsi"
Movies and Music,Cajon / Kahon / Drumbox Mahogany dilapisi Kulit merk MAKOA,Jakarta Utara,487000,4.6,353,187,4,"Barang sudah di trima dgn baik dan rapi, suara nya oke... Thanks",Positive,Happy,"The item has been well received and neat, the sound is okay ... thanks"
Movies and Music,Phantom Power Microphone 1 Channel 48V Supply for Condenser Microphone - Tanpa Kabel,Jakarta Selatan,92500,4.8,1156,758,1,barangnya ga dikirim sampai hari ini,Negative,Fear,the item is not sent to this day
Movies and Music,Phantom Power Microphone 1 Channel 48V Supply for Condenser Microphone - Tanpa Kabel,Jakarta Selatan,92500,4.8,1156,758,1,"Tidak sesuai ekspektasi, suara mic tetap kecil ga ada perubahan",Negative,Fear,"Not according to expectations, the sound of the mic still small has no change"
Movies and Music,Phantom Power Microphone 1 Channel 48V Supply for Condenser Microphone - Tanpa Kabel,Jakarta Selatan,92500,4.8,1156,758,1,MENGECEWAKAN belanja disini. barang tidak sampai..ganti2kurir gak jelas.PENJUAL GAK KOPERATIF..,Negative,Anger,Disappointing shopping here.the item does not arrive ... I replaced the sturdy is not clear. Selling is not cooperative ..
Movies and Music,Phantom Power Microphone 1 Channel 48V Supply for Condenser Microphone - Tanpa Kabel,Jakarta Selatan,92500,4.8,1156,758,1,penjual adalah calo. jual barang orang lain..di chat gak jelas.. hati2lah,Negative,Fear,The seller is a broker.selling other people's goods ... chat unclearly .. be careful
Movies and Music,Wireless Lavalier Microphone Mini Mic for iPhone Android Phone - Type-C Plug,Jakarta Pusat,250000,4.8,496,264,2,"Ngga cocok sama HP Realme 5 Pro. Ngga konek, manual pake bahasa china sulit dipahami",Negative,Fear,"Not suitable for HP Realme 5 Pro.No connect, manual using Chinese is difficult to understand"
Movies and Music,Wireless Lavalier Microphone Mini Mic for iPhone Android Phone - Type-C Plug,Jakarta Pusat,250000,4.8,496,264,2,GK NYALAH PARAH,Negative,Anger,Not bad
Movies and Music,Wireless Lavalier Microphone Mini Mic for iPhone Android Phone - Type-C Plug,Jakarta Pusat,250000,4.8,496,264,2,"deskripsi produk tdk jelas, usb tdk cocok di hp samsung",Negative,Sadness,"Product description is not clear, USB does not match on Samsung cellphones"
Movies and Music,Wireless Lavalier Microphone Mini Mic for iPhone Android Phone - Type-C Plug,Jakarta Pusat,250000,4.8,496,264,1,"Pas pertama datang barang nggak berfungsi. Coba2 lagi akhirnya sempat berfungsi. Suara keterima dgn baik. Transaksi langsung saya klik selesai. Tapi besoknya ternyata error lagi sampai sekarang. Sebetulnya di sisi penjual nggak ada masalah, pertanyaan dijawab dgn baik. Cuma produk error setlh transaksi diklik selesai. Nggak yakin juga bakal bisa diretur. Kepaksa ulasan diedit jadi bintang 1. Jadi balik lagi deh pake yg model kabel.",Negative,Fear,"Pas pertama datang barang nggak berfungsi. Coba2 lagi akhirnya sempat berfungsi. Suara keterima dgn baik. Transaksi langsung saya klik selesai. Tapi besoknya ternyata error lagi sampai sekarang. Sebetulnya di sisi penjual nggak ada masalah, pertanyaan dijawab dgn baik. Cuma produk error setlh transaksi diklik selesai. Nggak yakin juga bakal bisa diretur. Kepaksa ulasan diedit jadi bintang 1. Jadi balik lagi deh pake yg model kabel."
Movies and Music,Wireless Lavalier Microphone Mini Mic for iPhone Android Phone - Type-C Plug,Jakarta Pusat,250000,4.8,496,264,1,kurang komunikatif,Negative,Fear,less communicative
Movies and Music,Wireless Lavalier Microphone Mini Mic for iPhone Android Phone - Type-C Plug,Jakarta Pusat,250000,4.8,496,264,1,"Barang nya sdh di coba, tapi tdk bisa berpungsi dgn baik, nggak bisa conek dgn iphone sy.",Negative,Sadness,"The item has been tried, but can't function properly, can't take it with my iPhone."
Movies and Music,Wireless Lavalier Microphone Mini Mic for iPhone Android Phone - Type-C Plug,Jakarta Pusat,250000,4.8,496,264,1,Baru dipake 6x charger indikator udh ga nyala. Udh ga bisa dipake. Gimana ini? Sampe Sekarang belum ada tindakan nyata pengurusan garansi 28/10,Negative,Fear,Just used 6x charger indicators haven't turned on.I can't use it.What to do?Until now there has been no concrete action for handling the warranty 28/10
Movies and Music,Wireless Lavalier Microphone Mini Mic for iPhone Android Phone - Type-C Plug,Jakarta Pusat,250000,4.8,496,264,1,Barang rusak di jual emang ngehek,Negative,Anger,Damaged goods on sale
Movies and Music,pad drum 10 inchi murah,Jakarta Pusat,59500,4.7,1275,550,2,"produk ada goresan, ga rapi dan ada kotoran di pinggirannya. kiriman cepat smpe.",Negative,Fear,"The product is scratches, not neat and there is dirt on the edge.Fast shipment."
Movies and Music,pad drum 10 inchi murah,Jakarta Pusat,59500,4.7,1275,550,2,"barangnya bgus cman saya kurang puas dgn pakingya, gak rapi sama sekali,. sticknyapun cpot, . . tolong perbaiki lagi byar tokonya laris, .",Negative,Sadness,"The goods are very good, I am not satisfied with the packaging, not neat at all.the stick is even cpot,..Please fix the shop again in demand,"
Movies and Music,pad drum 10 inchi murah,Jakarta Pusat,59500,4.7,1275,550,2,"kurang suka, bau karetnya sangat menyengat",Negative,Fear,"don't like it, the smell of the rubber is very pungent"
Movies and Music,pad drum 10 inchi murah,Jakarta Pusat,59500,4.7,1275,550,1,"Barang sampainya lama sekali, respon penjual lambat, mengecewakan.",Negative,Sadness,"The item has been a long time, the seller's response is slow, disappointing."
Movies and Music,pad drum 10 inchi murah,Jakarta Pusat,59500,4.7,1275,550,1,Qualitas jelek sekali. Bau seperti cat. Pad ya bergelombang,Negative,Fear,Very poor quality.Smell like paint.On bumpy
Movies and Music,pad drum 10 inchi murah,Jakarta Pusat,59500,4.7,1275,550,1,"Pengirimannya sih cepat, tapi barangnya bruntusan gitu. Teman saya juga beli drum pad bahan karet dari malang tapi alus kok, ini yg saya beli malah bruntusan begitu. Ekspetasi saya tadinya bagus malah dapatnya yg jelekkan. Tdk sesuai foto yg di pajang oleh penjual.",Negative,Fear,"The delivery is fast, but the item is like that.My friend also bought a drum on rubber material from Malang, but alus, this is what I bought instead of that.My expectations were good, but I got an ugly ones.Not according to the photo displayed by the seller."
Movies and Music,pad drum 10 inchi murah,Jakarta Pusat,59500,4.7,1275,550,1,Barang tidak sesuai dengan yg di iklankan seperti nya bekas,Negative,Fear,The item is not in accordance with the advertisement like a used
Movies and Music,pad drum 10 inchi murah,Jakarta Pusat,59500,4.7,1275,550,1,Barang tidak sesuai gambar yang ditawarkan,Negative,Sadness,The items do not match the images offered
Movies and Music,Szs drum pad economist,Kota Bandung,99000,4.8,1565,578,2,banyak yang tergores seperti bekas.habis itu bagian bawah kayunya patah!!!,Negative,Fear,many are scratched like used. After that the bottom of the wood is broken !!!
Movies and Music,Szs drum pad economist,Kota Bandung,99000,4.8,1565,578,2,Maap agak kecewa krn yg saya terima beda sama gambar. Bagian alas tdk bevel spt gambar.,Negative,Sadness,Sorry a little disappointed because what I received was different from the picture.The base part is not developing like the picture.
Movies and Music,Szs drum pad economist,Kota Bandung,99000,4.8,1565,578,2,kata teman yg terjun di dunia musik barangnya kurang memuaskan. mohon diperbaiki lagi produknya. thx,Negative,Sadness,"said a friend who plunged in the world of music, the goods were unsatisfactory.please fix the product again.Thx"
Movies and Music,Szs drum pad economist,Kota Bandung,99000,4.8,1565,578,2,kondisi drum pad nggak rapih masih banyak lem belepotan,Negative,Fear,"The condition of the drum pad is not neat, there is still a lot of melting glue"
Movies and Music,Szs drum pad economist,Kota Bandung,99000,4.8,1565,578,1,"file CD kosong, tidak rekomendasi",Negative,Fear,"file CD kosong, tidak rekomendasi"
Movies and Music,Cajon / Kahon / Drumbox Mahogany dilapisi Kulit merk MAKOA,Jakarta Utara,487000,4.6,353,187,2,Respon sangat lama sekali No recomended,Negative,Fear,Very long response no recommended no
Movies and Music,Cajon / Kahon / Drumbox Mahogany dilapisi Kulit merk MAKOA,Jakarta Utara,487000,4.6,353,187,2,Barang tidak sesuai dengan warna. Saya mesan hitam di kasih warna brown. Pengiriman lama. Tp barang bagus,Negative,Fear,The goods do not match the color.I am black in the brown color.Old delivery.But good stuff
Movies and Music,Cajon / Kahon / Drumbox Mahogany dilapisi Kulit merk MAKOA,Jakarta Utara,487000,4.6,353,187,1,SANGAT TIDAK RECOMMENDED!!!,Negative,Anger,Very not recommended !!!
Movies and Music,"Pianika Alat Musik Tiup / Pianika Melodika Softcase - tas kain biasa, Biru",Jakarta Utara,72000,4.9,2798,1047,2,pianika awalnya 1 tuts nada ga bunyi.. lalu suaranya kecil dan hilang...di chat no respon padahal lagi online ...,Negative,Fear,pianika initially 1 tits not sound .. then the sound is small and disappear ... in chat no response even though again online ...
Movies and Music,"Pianika Alat Musik Tiup / Pianika Melodika Softcase - tas kain biasa, Biru",Jakarta Utara,72000,4.9,2798,1047,2,LAMA,Negative,Fear,LONG
Movies and Music,"Pianika Alat Musik Tiup / Pianika Melodika Softcase - tas kain biasa, Biru",Jakarta Utara,72000,4.9,2798,1047,2,"Pesan warna biru,dikirim warna pink.Padahal buat anak cowok,packing lelet sampai 24 jam,kecewa",Negative,Sadness,"Order blue, sent pink. In fact, for boys, slow packing up to 24 hours, disappointed"
Movies and Music,"Pianika Alat Musik Tiup / Pianika Melodika Softcase - tas kain biasa, Biru",Jakarta Utara,72000,4.9,2798,1047,2,"Seller kurang komunikatif, saya pesan warna biru, tapi dikirim warna pink. dan tanpa pemberitahuan sebelumnya. Karena saya beli untuk kado, jadi tidak utk digunakan sendiri. Mohon kedepannya diperbaiki.",Negative,Fear,"Sellers are less communicative, I ordered blue, but sent pink.and without prior notice.Because I bought it for gifts, so it's not for my own use.Please improve in the future."
Movies and Music,"Pianika Alat Musik Tiup / Pianika Melodika Softcase - tas kain biasa, Biru",Jakarta Utara,72000,4.9,2798,1047,1,selangnya robek. tasnya jg robel di sudut,Negative,Fear,The aftermath is torn.the bag is also robel in the corner
Movies and Music,Pianika YAMAHA P32D Original,Jakarta Barat,298500,4.9,6969,2721,1,Barang yang diterima dalam kondisi yang tidak diinginkan.Pecah di salah satu tuts nya.,Negative,Fear,Items received are in unwanted conditions. In one of the keys.
Movies and Music,Pianika YAMAHA P32D Original,Jakarta Barat,298500,4.9,6969,2721,1,Gk di kirim.. Uang gojek hilang dehhh,Negative,Fear,Not sent .. Gojek money is missing dehhh
Movies and Music,Pianika YAMAHA P32D Original,Jakarta Barat,298500,4.9,6969,2721,1,"customer servis=0. pesan same day delivery, baru nyampe besoknya itu pun malam. ketika di komplen, cuci tangan ga mau tau. really Negative. ga akan beli barang lagi di tokopedia.",Negative,Sadness,"customer servis=0. pesan same day delivery, baru nyampe besoknya itu pun malam. ketika di komplen, cuci tangan ga mau tau. really Negative. ga akan beli barang lagi di tokopedia."
Movies and Music,Pianika YAMAHA P32D Original,Jakarta Barat,298500,4.9,6969,2721,1,"barang 1 minggu baru nyampe,,, itu pun saya harus 2x ke JNE Pedati urusin baru barang sampai..... evaluasi bos! biar nggk gini lagi. cape, ribet urusinnya,,,,nggk dpt apa2",Negative,Fear,"1 week new item arrived ... even then I had to 2x to JNE pedati newly urusin items until ..... evaluation of boss!so that it doesn't like this again.tired, complicated to take care of it ,,,, it doesn't get anything"
Movies and Music,MIXIO Sound card V8 Mixer SoundCard V8 MIXER Audio USB External,Jakarta Utara,195000,4.8,195000,917,2,Saat di charger kenapa gak bisa hidup. Tolong beri Solusi. Saya tidak bisa pake,Negative,Fear,Saat di charger kenapa gak bisa hidup. Tolong beri Solusi. Saya tidak bisa pake
Movies and Music,MIXIO Sound card V8 Mixer SoundCard V8 MIXER Audio USB External,Jakarta Utara,195000,4.8,195000,917,2,"kecewa, suara rekaman kecil sekali",Negative,Sadness,"disappointed, the sound of a very small recording"
Movies and Music,MIXIO Sound card V8 Mixer SoundCard V8 MIXER Audio USB External,Jakarta Utara,195000,4.8,195000,917,2,sayang sekali mau tukar kerana ada yg tak fungsi tapi mahal di ongkir,Negative,Fear,sayang sekali mau tukar kerana ada yg tak fungsi tapi mahal di ongkir
Movies and Music,MIXIO Sound card V8 Mixer SoundCard V8 MIXER Audio USB External,Jakarta Utara,195000,4.8,195000,917,2,build quality kurang ok,Negative,Sadness,Build Quality Less OK
Movies and Music,MIXIO Sound card V8 Mixer SoundCard V8 MIXER Audio USB External,Jakarta Utara,195000,4.8,195000,917,1,"Kualitas Jelek,,,Suara Mic Udah Max Suara Kecil ,,,",Negative,Sadness,"Bad quality ... the sound of the mic already max small sound ,,,"
Movies and Music,MIXIO Sound card V8 Mixer SoundCard V8 MIXER Audio USB External,Jakarta Utara,195000,4.8,195000,917,1,"kecewa sama barangnya, suara yang di keluarin ga bisa gede, padahal udah paling maksimal",Negative,Sadness,"disappointed with the goods, the sound that was released could not be big, even though the maximum was the maximum"
